date,location,new_cases,new_deaths,total_cases,total_deaths,weekly_cases,weekly_deaths,biweekly_cases,biweekly_deaths
7/1/2020,Italy,182,21,240760,34788,1350,144,2932,340
7/2/2020,Italy,201,30,240961,34818,1255,140,2802,304
7/3/2020,Italy,223,15,241184,34833,1223,125,3173,272
7/4/2020,Italy,235,21,241419,34854,1283,138,3144,244
7/5/2020,Italy,192,7,241611,34861,1301,123,3112,227
7/6/2020,Italy,208,8,241819,34869,1383,125,3099,212
7/7/2020,Italy,137,30,241956,34899,1378,132,3123,224
7/8/2020,Italy,193,15,242149,34914,1389,126,2739,270
7/9/2020,Italy,214,12,242363,34926,1402,108,2657,248
7/10/2020,Italy,276,12,242639,34938,1455,105,2678,230
7/11/2020,Italy,188,7,242827,34945,1408,91,2691,229
7/12/2020,Italy,234,9,243061,34954,1450,93,2751,216
7/13/2020,Italy,169,13,243230,34967,1411,98,2794,223
7/14/2020,Italy,114,17,243344,34984,1388,85,2766,217
7/15/2020,Italy,162,13,243506,34997,1357,83,2746,209
7/16/2020,Italy,230,20,243736,35017,1373,91,2775,199
7/17/2020,Italy,231,11,243967,35028,1328,90,2783,195
7/18/2020,Italy,249,14,244216,35042,1389,97,2797,188
7/19/2020,Italy,218,3,244434,35045,1373,91,2823,184
7/20/2020,Italy,190,13,244624,35058,1394,91,2805,189
7/21/2020,Italy,128,15,244752,35073,1408,89,2796,174
7/22/2020,Italy,280,9,245032,35082,1526,85,2883,168
7/23/2020,Italy,306,10,245338,35092,1602,75,2975,166
7/24/2020,Italy,252,5,245590,35097,1623,69,2951,159
7/25/2020,Italy,274,5,245864,35102,1648,60,3037,157
7/26/2020,Italy,254,5,246118,35107,1684,62,3057,153
7/27/2020,Italy,168,5,246286,35112,1662,54,3056,145
7/28/2020,Italy,202,11,246488,35123,1736,50,3144,139
7/29/2020,Italy,288,6,246776,35129,1744,47,3270,132
7/30/2020,Italy,382,3,247158,35132,1820,40,3422,115
7/31/2020,Italy,379,9,247537,35141,1947,44,3570,113
8/1/2020,Italy,295,5,247832,35146,1968,44,3616,104
8/2/2020,Italy,238,8,248070,35154,1952,47,3636,109
8/3/2020,Italy,159,12,248229,35166,1943,54,3605,108
8/4/2020,Italy,190,5,248419,35171,1931,48,3667,98
8/5/2020,Italy,384,10,248803,35181,2027,52,3771,99
8/6/2020,Italy,401,6,249204,35187,2046,55,3866,95
8/7/2020,Italy,552,3,249756,35190,2219,49,4166,93
8/8/2020,Italy,347,13,250103,35203,2271,57,4239,101
8/9/2020,Italy,463,2,250566,35205,2496,51,4448,98
8/10/2020,Italy,259,4,250825,35209,2596,43,4539,97
8/11/2020,Italy,412,6,251237,35215,2818,44,4749,92
8/12/2020,Italy,476,10,251713,35225,2910,44,4937,96
8/13/2020,Italy,522,6,252235,35231,3031,44,5077,99
8/14/2020,Italy,574,3,252809,35234,3053,44,5272,93
8/15/2020,Italy,629,158,253438,35392,3335,189,5606,246
8/16/2020,Italy,477,4,253915,35396,3349,191,5845,242
8/17/2020,Italy,320,4,254235,35400,3410,191,6006,234
8/18/2020,Italy,401,5,254636,35405,3399,190,6217,234
8/19/2020,Italy,642,7,255278,35412,3565,187,6475,231
8/20/2020,Italy,840,6,256118,35418,3883,187,6914,231
8/21/2020,Italy,947,9,257065,35427,4256,193,7309,237
8/22/2020,Italy,1071,3,258136,35430,4698,38,8033,227
8/23/2020,Italy,1209,7,259345,35437,5430,41,8779,232
8/24/2020,Italy,953,4,260298,35441,6063,41,9473,232
8/25/2020,Italy,876,4,261174,35445,6538,40,9937,230
8/26/2020,Italy,1366,13,262540,35458,7262,46,10827,233
8/27/2020,Italy,1409,5,263949,35463,7831,45,11714,232
8/28/2020,Italy,1460,9,265409,35472,8344,45,12600,238
8/29/2020,Italy,1444,1,266853,35473,8717,43,13415,81
8/30/2020,Italy,1365,4,268218,35477,8873,40,14303,81
8/31/2020,Italy,996,6,269214,35483,8916,42,14979,83
9/1/2020,Italy,975,8,270189,35491,9015,46,15553,86
9/2/2020,Italy,1326,6,271515,35497,8975,39,16237,85
9/3/2020,Italy,1397,10,272912,35507,8963,44,16794,89
9/4/2020,Italy,1732,11,274644,35518,9235,46,17579,91
9/5/2020,Italy,1694,16,276338,35534,9485,61,18202,104
9/6/2020,Italy,1296,7,277634,35541,9416,64,18289,104
9/7/2020,Italy,1150,12,278784,35553,9570,70,18486,112
9/8/2020,Italy,1369,10,280153,35563,9964,72,18979,118
9/9/2020,Italy,1430,14,281583,35577,10068,80,19043,119
9/10/2020,Italy,1597,10,283180,35587,10268,80,19231,124
9/11/2020,Italy,1616,10,284796,35597,10152,79,19387,125
9/12/2020,Italy,1501,6,286297,35603,9959,69,19444,130
9/13/2020,Italy,1456,7,287753,35610,10119,69,19535,133
9/14/2020,Italy,1008,14,288761,35624,9977,71,19547,141
9/15/2020,Italy,1229,9,289990,35633,9837,70,19801,142
9/16/2020,Italy,1452,12,291442,35645,9859,68,19927,148
9/17/2020,Italy,1583,13,293025,35658,9845,71,20113,151
9/18/2020,Italy,1907,10,294932,35668,10136,71,20288,150
9/19/2020,Italy,1637,24,296569,35692,10272,89,20231,158
9/20/2020,Italy,1587,15,298156,35707,10403,97,20522,166
9/21/2020,Italy,1350,17,299506,35724,10745,100,20722,171
9/22/2020,Italy,1391,14,300897,35738,10907,105,20744,175
9/23/2020,Italy,1640,20,302537,35758,11095,113,20954,181
9/24/2020,Italy,1786,23,304323,35781,11298,123,21143,194
9/25/2020,Italy,1912,20,306235,35801,11303,133,21439,204
9/26/2020,Italy,1869,17,308104,35818,11535,126,21807,215
9/27/2020,Italy,1766,17,309870,35835,11714,128,22117,225
9/28/2020,Italy,1494,16,311364,35851,11858,127,22603,227
9/29/2020,Italy,1647,24,313011,35875,12114,137,23021,242
9/30/2020,Italy,1850,19,314861,35894,12324,136,23419,249
10/1/2020,Italy,2548,24,317409,35918,13086,137,24384,260
10/2/2020,Italy,2499,23,319908,35941,13673,140,24976,273
10/3/2020,Italy,2843,27,322751,35968,14647,150,26182,276
10/4/2020,Italy,2578,18,325329,35986,15459,151,27173,279
10/5/2020,Italy,2257,16,327586,36002,16222,151,28080,278
10/6/2020,Italy,2677,28,330263,36030,17252,155,29366,292
10/7/2020,Italy,3677,31,333940,36061,19079,167,31403,303
10/8/2020,Italy,4458,22,338398,36083,20989,165,34075,302
10/9/2020,Italy,5372,28,343770,36111,23862,170,37535,310
10/10/2020,Italy,5724,29,349494,36140,26743,172,41390,322
10/11/2020,Italy,5456,26,354950,36166,29621,180,45080,331
10/12/2020,Italy,4619,39,359569,36205,31983,203,48205,354
10/13/2020,Italy,5898,41,365467,36246,35204,216,52456,371
10/14/2020,Italy,7332,43,372799,36289,38859,228,57938,395
10/15/2020,Italy,8803,83,381602,36372,43204,289,64193,454
10/16/2020,Italy,10009,55,391611,36427,47841,316,71703,486
10/17/2020,Italy,10925,47,402536,36474,53042,334,79785,506
10/18/2020,Italy,11705,69,414241,36543,59291,377,88912,557
10/19/2020,Italy,9337,73,423578,36616,64009,411,95992,614
10/20/2020,Italy,10871,89,434449,36705,68982,459,104186,675
10/21/2020,Italy,15199,127,449648,36832,76849,543,115708,771
10/22/2020,Italy,16078,136,465726,36968,84124,596,127328,885
10/23/2020,Italy,19143,91,484869,37059,93258,632,141099,948
10/24/2020,Italy,19640,151,504509,37210,101973,736,155015,1070
10/25/2020,Italy,21273,128,525782,37338,111541,795,170832,1172
10/26/2020,Italy,17007,141,542789,37479,119211,863,183220,1274
10/27/2020,Italy,21989,221,564778,37700,130329,995,199311,1454
10/28/2020,Italy,24988,205,589766,37905,140118,1073,216967,1616
10/29/2020,Italy,26829,217,616595,38122,150869,1154,234993,1750
10/30/2020,Italy,31079,199,647674,38321,162805,1262,256063,1894
10/31/2020,Italy,31756,297,679430,38618,174921,1408,276894,2144
11/1/2020,Italy,29905,208,709335,38826,183553,1488,295094,2283
11/2/2020,Italy,22253,233,731588,39059,188799,1580,308010,2443
11/3/2020,Italy,28241,353,759829,39412,195051,1712,325380,2707
11/4/2020,Italy,30548,352,790377,39764,200611,1859,340729,2932
11/5/2020,Italy,34502,428,824879,40192,208284,2070,359153,3224
11/6/2020,Italy,37802,446,862681,40638,215007,2317,377812,3579
11/7/2020,Italy,39809,425,902490,41063,223060,2445,397981,3853
11/8/2020,Italy,32614,331,935104,41394,225769,2568,409322,4056
11/9/2020,Italy,25269,356,960373,41750,228785,2691,417584,4271
11/10/2020,Italy,35090,580,995463,42330,235634,2918,430685,4630
11/11/2020,Italy,32961,623,1028424,42953,238047,3189,438658,5048
11/12/2020,Italy,37977,636,1066401,43589,241522,3397,449806,5467
11/13/2020,Italy,40902,550,1107303,44139,244622,3501,459629,5818
11/14/2020,Italy,37249,544,1144552,44683,242062,3620,465122,6065
11/15/2020,Italy,33977,546,1178529,45229,243425,3835,469194,6403
11/16/2020,Italy,27352,504,1205881,45733,245508,3983,474293,6674
11/17/2020,Italy,32191,731,1238072,46464,242609,4134,478243,7052
11/18/2020,Italy,34280,753,1272352,47217,243928,4264,481975,7453
11/19/2020,Italy,36176,653,1308528,47870,242127,4281,483649,7678
11/20/2020,Italy,37239,699,1345767,48569,238464,4430,483086,7931
11/21/2020,Italy,34764,692,1380531,49261,235979,4578,478041,8198
11/22/2020,Italy,28337,562,1408868,49823,230339,4594,473764,8429
11/23/2020,Italy,22927,630,1431795,50453,225914,4720,471422,8703
11/24/2020,Italy,23227,853,1455022,51306,216950,4842,459559,8976
11/25/2020,Italy,25852,722,1480874,52028,208522,4811,452450,9075
11/26/2020,Italy,29001,822,1509875,52850,201347,4980,443474,9261
11/27/2020,Italy,28342,827,1538217,53677,192450,5108,430914,9538
11/28/2020,Italy,26315,686,1564532,54363,184001,5102,419980,9680
11/29/2020,Italy,20646,541,1585178,54904,176310,5081,406649,9675
11/30/2020,Italy,16376,672,1601554,55576,169759,5123,395673,9843
12/1/2020,Italy,19347,785,1620901,56361,165879,5055,382829,9897
12/2/2020,Italy,20709,684,1641610,57045,160736,5017,369258,9828
12/3/2020,Italy,23219,993,1664829,58038,154954,5188,356301,10168
12/4/2020,Italy,24110,814,1688939,58852,150722,5175,343172,10283
12/5/2020,Italy,21052,662,1709991,59514,145459,5151,329460,10253
12/6/2020,Italy,18887,564,1728878,60078,143700,5174,320010,10255
12/7/2020,Italy,13679,528,1742557,60606,141003,5030,310762,10153
12/8/2020,Italy,14837,634,1757394,61240,136493,4879,302372,9934
12/9/2020,Italy,12755,499,1770149,61739,128539,4694,289275,9711
12/10/2020,Italy,16998,887,1787147,62626,122318,4588,277272,9776
12/11/2020,Italy,18726,761,1805873,63387,116934,4535,267656,9710
12/12/2020,Italy,19902,649,1825775,64036,115784,4522,261243,9673
12/13/2020,Italy,17937,484,1843712,64520,114834,4442,258534,9616
12/14/2020,Italy,12025,491,1855737,65011,113180,4405,254183,9435
12/15/2020,Italy,14839,846,1870576,65857,113182,4617,249675,9496
12/16/2020,Italy,17568,680,1888144,66537,117995,4798,246534,9492
12/17/2020,Italy,18233,683,1906377,67220,119230,4594,241548,9182
12/18/2020,Italy,15401,674,1921778,67894,115905,4507,232839,9042
12/19/2020,Italy,16305,553,1938083,68447,112308,4411,228092,8933
12/20/2020,Italy,15102,352,1953185,68799,109473,4279,224307,8721
12/21/2020,Italy,10869,415,1964054,69214,108317,4203,221497,8608
12/22/2020,Italy,13316,628,1977370,69842,106794,3985,219976,8602
12/23/2020,Italy,13908,553,1991278,70395,103134,3858,221129,8656
12/24/2020,Italy,18039,505,2009317,70900,102940,3680,222170,8274
12/25/2020,Italy,19037,459,2028354,71359,106576,3465,222481,7972
12/26/2020,Italy,10405,261,2038759,71620,100676,3173,212984,7584
12/27/2020,Italy,8937,305,2047696,71925,94511,3126,203984,7405
12/28/2020,Italy,8581,445,2056277,72370,92223,3156,200540,7359
12/29/2020,Italy,11210,659,2067487,73029,90117,3187,196911,7172
12/30/2020,Italy,16202,575,2083689,73604,92411,3209,195545,7067
12/31/2020,Italy,23477,555,2107166,74159,97849,3259,200789,6939
